,sentence1,sentence2,similarity_score,TFIDF_cosine_score,rank_by_TFIDF_cosine_score,rank_by_similarity_score,d,d^2
326,woman swim underwater,woman swim,3.799999952316284,0.6625384773868661,3870,4159,-289,83521
327,man play guitar,woman dance,0.2000000029802322,0.0,103,378,-275,75625
328,airplane fly air,south african airways plane fly blue sky,3.400000095367432,0.19288698971798615,958,3517,-2559,6548481
329,bear run dog,bear fight wolf,1.399999976158142,0.4299237013677035,2182,1357,825,680625
330,woman rest float raft,woman relax inner tube,3.799999952316284,0.06761680345600629,423,4160,-3737,13965169
331,man dine operating room,man kiss woman stage,0.4000000059604645,0.08578129998259908,469,522,-53,2809
332,man hold leaf,woman watch television,0.0,0.0,104,78,26,676
333,person ride horse,woman slide potato,0.0,0.0,106,77,29,841
334,woman slide octopus,man play guitar,0.0,0.0,114,76,38,1444
335,man break water jug,woman peel garlic,0.2000000029802322,0.0,107,424,-317,100489
336,man play guitar,woman cut vegetable,0.0,0.0,108,75,33,1089
337,girl eat cupcake,man slide cucumber,0.0,0.0,109,74,35,1225
338,little girl play grass dog ball,baby play dog ball,3.799999952316284,0.5298731999539197,2858,4161,-1303,1697809
339,people ride paddle raft,people float raft,2.25,0.5493653684713317,3027,2151,876,767376
340,lady cut potato,man cut potato,2.400000095367432,0.730364597340674,4372,2276,2096,4393216
341,missile explode,rocket explode,3.200000047683716,0.5358895342707388,2925,3177,-252,63504
342,dog play snow,dog paw fly carpet,1.600000023841858,0.14294300869870374,750,1569,-819,670761
343,woman dance woman,woman shed chicken,0.4000000059604645,0.24248645759984205,1136,544,592,350464
344,boy push van,person slide tomato,0.0,0.0,113,71,42,1764
345,boy make dance step,boy pour pitcher,0.4000000059604645,0.16669255654694287,851,583,268,71824
346,woman open soda drink,woman ride elephant,0.6000000238418579,0.10121609102952463,537,674,-137,18769
347,man assemble speaker part,man play guitar,1.0,0.110232614859808,599,972,-373,139129
348,dog walk edge pool,dog walk pool,4.599999904632568,0.7878007643029956,4779,5300,-521,271441
349,utter bowl,man cut butter mixing bowl,4.25,0.2501857892128736,1172,4936,-3764,14167696
350,raccoon eat,man eat,1.5,0.47228823448156454,2460,1433,1027,1054729
351,fall horse,man gets knock horse,3.5,0.27621197596943614,1313,3729,-2416,5837056
352,woman feel apple,man pip wheel motorcycle,0.0,0.0,96,70,26,676
353,man take path class,man rinse speak,0.0,0.09121338857934706,490,69,421,177241
354,animal play water,man play king long,0.0,0.2006806502137565,988,83,905,819025
355,man ride horse jump obstacle,man kick soccer ball,0.3330000042915344,0.07879563237420782,447,455,-8,64
356,person pencil trick hand,person slide carrot half,0.3330000042915344,0.15023717810101014,785,458,327,106929
357,person light camera fire,person blow touch camera,3.3329999446868896,0.43850849055042274,2237,3417,-1180,1392400
358,man slide tape box,man cut open box,4.333000183105469,0.41036589410383956,2070,4952,-2882,8305924
359,man fish river,man singe walk sidewalk,0.800000011920929,0.10342397462007653,546,821,-275,75625
360,man ride bike,woman dance street,0.2000000029802322,0.0,94,423,-329,108241
361,man push,woman cut octopus,0.0,0.0,79,117,-38,1444
362,man play guitar,woman slide pork,0.0,0.0,80,102,-22,484
363,little boy singe play guitar,baby play guitar,2.799999952316284,0.4808305586051754,2517,2711,-194,37636
364,woman powder face,woman tap finger table,0.800000011920929,0.10049218895849417,530,822,-292,85264
365,woman peel potato,lion walk,0.0,0.0,81,132,-51,2601
366,woman fire rifle,man perform sound,0.25,0.0,82,446,-364,132496
367,woman put grand man shoulder,man hour water pilot head,0.5,0.07371160563477296,435,612,-177,31329
368,old woman shake hand man,man woman shake hand,3.75,0.8874091646757998,5354,3994,1360,1849600
369,woman waterskie,woman wake boarding lake,1.75,0.09730915212080975,516,1604,-1088,1183744
370,tree bend storm,tree hit hard wind,2.6670000553131104,0.23043459306427957,1090,2532,-1442,2079364
371,man woman ride car,woman try shrimp,0.4000000059604645,0.15130587415764668,789,552,237,56169
372,man move tree limb,woman play violin,0.0,0.0,84,131,-47,2209
373,man play piano,woman play violin,1.0,0.22774738976892941,1078,897,181,32761
374,person hour oil skilled,person dine onion,0.800000011920929,0.1675578362200191,854,794,60,3600
375,animal eat,woman dance,0.0,0.0,85,130,-45,2025
376,woman walk dog,woman walk dog street,4.0,0.7968122945376528,4841,4552,289,83521
377,group people sing,people singe,5.0,0.2591825004471501,1223,5619,-4396,19324816
378,cat drink milk,cat lick saucer milk,4.400000095367432,0.5122249064653559,2746,5017,-2271,5157441
379,girl make eyelid,woman apply eyeshadow,2.0,0.0,87,1898,-1811,3279721
380,man fight,man fight form martial art,2.799999952316284,0.486659666817826,2551,2678,-127,16129
381,military officer bark recruit,officer talk recruit,2.5,0.636321483531433,3683,2338,1345,1809025
382,man put chicken container,man put food box,2.5,0.09775853937229383,519,2329,-1810,3276100
383,man tie stenographer machine,man stenographic,2.25,0.08442774197045148,464,2143,-1679,2819041
384,woman add past pot water,woman make nodule,3.5999999046325684,0.10043077060731659,529,3789,-3260,10627600
385,woman lie blanket rock read book,woman seat singe song play guitar,1.2000000476837158,0.058729400281240254,415,1242,-827,683929
386,supply play,man play soccer,0.2000000029802322,0.2729233244178296,1297,430,867,751689
387,man run field,man limb rope,1.0,0.13869611281884556,732,908,-176,30976
388,man hug,man take picture,0.4000000059604645,0.17387833760587332,886,561,325,105625
389,pour ingredient pot,man put vegetable pot,2.799999952316284,0.35647277805195665,1740,2697,-957,915849
390,couple walk,man saw,0.0,0.0,91,128,-37,1369
391,person play guitar,man play guitar,3.0,0.7702846778020567,4658,3060,1598,2553604
392,person add food pan,woman put rice pan,3.0,0.33922173176142195,1653,3050,-1397,1951609
393,group penguin walk,large penguin head ocean,2.799999952316284,0.49083957222869923,2592,2710,-118,13924
394,man play guitar,handle,0.0,0.0,93,125,-32,1024
395,dog jump trampling,boy play guitar,0.0,0.0,105,124,-19,361
396,man shake container kitchen sink,man empty plastic container,2.200000047683716,0.4291611483192477,2178,2036,142,20164
397,man walk horse,man lead horse halt,3.75,0.4288844809539092,2173,4029,-1856,3444736
398,paper cut scissor,piece paper cut,4.0,0.5662833953505405,3152,4657,-1505,2265025
399,person feel shrimp,lady peel shrimp,3.5,0.3990749713107049,1994,3716,-1722,2965284
400,man play guitar,man try read paper,0.800000011920929,0.11420258986604787,617,767,-150,22500
401,man make bed hotel,man hold animal,0.800000011920929,0.10614453323018172,561,790,-229,52441
402,dog pull dog tail leg,monkey pull dog tail,1.75,0.7106741621708053,4225,1614,2611,6817321
403,woman beat egg bowl,person mix ingredient bowl,3.0,0.251885535319889,1182,2789,-1607,2582449
404,man jump rope outside,woman slide cucumber,0.0,0.0,137,122,15,225
405,person slide onion,master singe,0.0,0.0,138,121,17,289
406,woman hold kangaroo,man hat sing song,0.0,0.0,139,120,19,361
407,soccer player kick soccer ball goal,soccer player score goal,3.799999952316284,0.7016500583944214,4146,4115,31,961
408,woman cook,woman pour ingredient try pan,3.200000047683716,0.12190035251924435,657,3152,-2495,6225025
409,woman swim beach,woman splash ocean wave,3.200000047683716,0.11187027544266871,609,3157,-2548,6492304
410,man carry man,man spray man water,0.800000011920929,0.4456174855014275,2285,801,1484,2202256
411,woman put paste dish,woman pull kind sticky bowl,1.5,0.06909246406110316,428,1430,-1002,1004004
412,man hold talk gray tube t shirt,man show t shirt,2.75,0.48039050890156315,2515,2548,-33,1089
413,hour olive oil bowl tomato edge,man pour oil tomato slice,3.75,0.36902323519919095,1801,4039,-2238,5008644
414,man play guitar,man play guitar friend,3.200000047683716,0.7505871588824229,4531,3159,1372,1882384
415,boil oka pot,hour olive oil bowl tomato edge,0.800000011920929,0.0,141,796,-655,429025
416,person peel potato,cat lick small bottle,0.0,0.0,142,133,9,81
417,cat jump box,young man talk leaf,0.0,0.0,143,118,25,625
418,woman reason oil,woman pour ingredient bowl,1.399999976158142,0.10910465061712675,588,1317,-729,531441
419,cat slide upside couch,cat crawl piece furniture,3.200000047683716,0.1588714382529931,814,3162,-2348,5513104
420,woman dance man play keyboard,woman dance stage,2.200000047683716,0.4437648239889671,2272,2079,193,37249
421,chef clean bowl soup,man wipe edge bowl,2.532999992370605,0.1910741381548378,950,2365,-1415,2002225
422,explosion boom desert,nuclear weapon explode desert,3.400000095367432,0.3282987301858242,1584,3673,-2089,4363921
423,woman slice lemon,man talk microphone,0.0,0.0,153,115,38,1444
424,overnight man ship rope,young man dance,0.800000011920929,0.107831534518649,575,792,-217,47089
425,lady crack raw egg,woman crack egg bowl,3.200000047683716,0.5476594520671864,3007,3145,-138,19044
426,man sharpen pencil knife,woman dance rain,0.0,0.0,146,114,32,1024
427,elastic toy float water,lady perform dance,0.0,0.0,147,113,34,1156
428,turtle follow fish,sea turtle hunt fish,3.0,0.5816965045478267,3256,2798,458,209764
429,woman pencil eye shadow,girl eye pencil eyelid,2.799999952316284,0.5312643427410234,2880,2668,212,44944
430,man tie shoe,dog ride bicyclist shoulder,0.0,0.0,148,111,37,1369
431,woman slide meat knife,man spread dough,0.4169999957084656,0.0,149,592,-443,196249
432,dog run ground,girl tap finger nail,0.0,0.0,150,110,40,1600
433,man pet tie dog,man show dog camera,1.0,0.31068169640531973,1485,1103,382,145924
434,woman walk open ground pet dog dog follow,man walk dog,2.0,0.47955002203804675,2509,1858,651,423801
435,woman mine garlic,person clean disk,0.0,0.0,152,108,44,1936
436,tear play soccer,different set tear play football field,2.5,0.4113336318642972,2075,2337,-262,68644
437,rat like creature smell,animal walk ground,2.0,0.0,136,1817,-1681,2825761
438,sum finger fight,man ride water toy water,0.0,0.0,135,107,28,784
439,man lay ground aim rifle,man spread butter gorilla,0.0,0.060727612551171824,417,106,311,96721
440,couple run ocean,man woman run hold hand,2.818000078201294,0.1897117571974721,945,2750,-1805,3258025
441,woman chop hard egg,person cut boil egg piece,3.532999992370605,0.25212615965008356,1183,3744,-2561,6558721
442,root share kiss,male female root kiss,3.799999952316284,0.6119375078516072,3505,4129,-624,389376
443,cat try touch dog,cat tease dog touch head,3.25,0.6014903685480756,3413,3385,28,784
444,rhine graze grass,rhine graze field,4.0,0.8093851558591048,4924,4356,568,322624
445,man drive little red car traffic,dog run water beach,0.0,0.0,133,103,30,900
446,man cut bread,man trick soccer ball,1.0,0.10227555133005761,542,1057,-515,265225
447,cat rapidly seat kid head,cat boy play,2.5999999046325684,0.22806606076640326,1081,2454,-1373,1885129
448,cat play box,dog play floor cleaner,1.399999976158142,0.16303593307279662,830,1284,-454,206116
449,couple dance church,couple slow dance,3.200000047683716,0.6118054429295134,3502,3192,310,96100
450,man pat alligator mouth,person dump chop vegetable pot stove,0.0,0.0,119,68,51,2601
451,person check rice pudding,horse run,0.0,0.0,120,67,53,2809
452,woman stir egg glass bowl,young girl singe stage,0.0,0.0,121,66,55,3025
453,man play drum,man hour clean sink,0.0,0.09189000487353144,494,49,445,198025
454,man slide pepper,person cut big green pepper apart,3.799999952316284,0.3344767641381951,1623,4134,-2511,6305121
455,woman speak sign language,woman space seafood,0.6430000066757202,0.09115490358468897,489,727,-238,56644
456,boy crawl dog house,cat play floor,0.0,0.0,122,30,92,8464
457,girl fly kite run hill,girl lose kite,2.25,0.556358664357856,3079,2147,932,868624
458,woman place food pot hot water,woman try meat,1.25,0.09606755751133428,510,1248,-738,544644
459,small monkey walk water,monkey wade marsh,3.400000095367432,0.2696499171448808,1279,3620,-2341,5480281
460,man ride bike,bear eat,0.0,0.0,124,28,96,9216
461,young man singe play piano,man write letter,0.2000000029802322,0.09002458727087642,485,390,95,9025
462,boy take sunglass,boy scream,0.5,0.25409174616442914,1195,593,602,362404
463,girl play piano,boy push,0.0,0.0,126,27,99,9801
464,lady slice tomato,cut tomato,4.0,0.4932614108582479,2610,4487,-1877,3523129
465,hold hedgehog,onion slice,0.0,0.0,127,25,102,10404
466,woman feel potato,woman trill pineapple,1.0,0.10627056591974184,562,1000,-438,191844
467,cat drink water,truck go hill,0.0,0.0,128,24,104,10816
468,person put salt pepper piece pork,youngster sit piano,0.0,0.0,129,23,106,11236
469,man sit chair stared,little girl put hair pony tail,0.0,0.0,130,22,108,11664
470,woman dine potato,woman cut tiny piece,1.7999999523162842,0.10375111984143068,548,1716,-1168,1364224
471,baby crawl happily,baby sneer scare baby,1.2000000476837158,0.30955698731612735,1480,1230,250,62500
472,person try meat pan,man cut vegetable,0.6000000238418579,0.0,132,720,-588,345744
473,man look window,woman swim water,0.25,0.0,78,443,-365,133225
474,man seat play guitar,man play caustic guitar singe microphone,3.25,0.42819600188865,2169,3384,-1215,1476225
475,woman slide onion knife,man prepare dish,1.25,0.0,76,1250,-1174,1378276
476,rider run jump horse,woman jump bundle horse,4.0,0.4092614832836546,2059,4495,-2436,5934096
477,boy play key board,boy sit room play piano lamp light,3.25,0.24253510936820355,1137,3394,-2257,5094049
478,man fight,man exercise,0.75,0.19515405822453866,966,737,229,52441
479,man play wooden flute man play long drum,man play flute,3.25,0.7091719099864577,4210,3382,828,685584
480,person pet monkey,man hold slow boris,1.2000000476837158,0.0,66,1227,-1161,1347921
481,cartoon rabbit kiss,rabbit kiss rabbit,3.799999952316284,0.7456654304488918,4502,4138,364,132496
482,hedgehog chew towel,hedgehog bite blanket,3.400000095367432,0.3701945260921888,1808,3427,-1619,2621161
483,cat lick,man slide white onion lanolin slice,0.0,0.0,22,17,5,25
484,small guinea pig gnaw eat piece carrot floor,guinea pig eat carrot,3.5,0.7353122136994859,4418,3701,717,514089
485,boy stand burn car,young man stand car explode,3.75,0.38029460987783836,1884,4036,-2152,4631104
486,man smoke,man sit suit smoke,4.0,0.6956795616586131,4102,4502,-400,160000
487,woman add sauce food,person cut leave,0.2000000029802322,0.0,25,374,-349,121801
488,child eat food,deer jump fence,0.0,0.0,26,15,11,121
489,submarine go water,baby fall asleep,0.0,0.0,27,14,13,169
490,man run street,man play guitar,0.800000011920929,0.16893583571051635,865,755,110,12100
491,person slide onion,cat pop toilet,0.0,0.0,28,13,15,225
492,badge dig dirt,man move large rock,0.0,0.0,29,12,17,289
493,woman slide big pepper,dog move mouth,0.0,0.0,30,11,19,361
494,man ride bicycle,man ride bike,5.0,0.4878691275384447,2567,5646,-3079,9480241
495,man woman kiss,man woman talk,0.6000000238418579,0.4335851711578316,2209,703,1506,2268036
496,woman slide onion,woman cut onion,4.199999809265137,0.6602532438598853,3853,4773,-920,846400
497,small boy play dog,baby play dog,3.75,0.44715031529802,2294,4032,-1738,3020644
498,man draw,man draw,5.0,1.0000000000000002,5704,5642,62,3844
499,man cut potato,woman cut tomato,1.25,0.31196556744957504,1490,1253,237,56169
500,boy play guitar,kid play guitar,3.5999999046325684,0.6091708816132378,3476,3767,-291,84681
501,woman cut onion,woman cut onion,5.0,1.0,5689,5641,48,2304
502,toy train strike toy car,toy train strike toy car,5.0,1.0000000000000002,5747,5639,108,11664
503,man play guitar,man play flute,2.200000047683716,0.39540143452390986,1973,2008,-35,1225
504,cat open drawer limb inside,cat open drawer climbing inside,5.0,0.7356557041058776,4422,5636,-1214,1473796
