,sentence1,sentence2,similarity_score,sentence_transformers_cosine_score
481,cartoon rabbit kiss,rabbit kiss rabbit,3.799999952316284,0.83242035
482,hedgehog chew towel,hedgehog bite blanket,3.400000095367432,0.77350056
483,cat lick,man slide white onion lanolin slice,0.0,0.06958301
484,small guinea pig gnaw eat piece carrot floor,guinea pig eat carrot,3.5,0.8948556
485,boy stand burn car,young man stand car explode,3.75,0.6568738
486,man smoke,man sit suit smoke,4.0,0.8210089
487,woman add sauce food,person cut leave,0.2000000029802322,-0.028975606
488,child eat food,deer jump fence,0.0,-0.09397398
489,submarine go water,baby fall asleep,0.0,0.06421708
490,man run street,man play guitar,0.800000011920929,0.18663333
491,person slide onion,cat pop toilet,0.0,0.15668571
492,badge dig dirt,man move large rock,0.0,0.15096448
493,woman slide big pepper,dog move mouth,0.0,0.14362738
494,man ride bicycle,man ride bike,5.0,0.9108497
495,man woman kiss,man woman talk,0.6000000238418579,0.2682046
496,woman slide onion,woman cut onion,4.199999809265137,0.8437562
497,small boy play dog,baby play dog,3.75,0.65540797
498,man draw,man draw,5.0,1.0
499,man cut potato,woman cut tomato,1.25,0.15790612
500,boy play guitar,kid play guitar,3.5999999046325684,0.8603894
501,woman cut onion,woman cut onion,5.0,1.0000001
502,toy train strike toy car,toy train strike toy car,5.0,1.0000002
503,man play guitar,man play flute,2.200000047683716,0.46649686
504,cat open drawer limb inside,cat open drawer climbing inside,5.0,0.77205527
505,woman try food,woman deep try food,4.25,0.9141328
506,man dine onion,woman cut onion,2.5,0.57600915
507,girl play guitar,man play guitar,2.799999952316284,0.51255345
508,girl singe stage,man singe stage,2.799999952316284,0.55480593
509,woman ride horse,woman ride donkey,2.799999952316284,0.61279815
510,girl play guitar,man play guitar,2.799999952316284,0.51255345
511,woman brush shrimp,woman brush shrimp,5.0,1.0000005
512,man dance ceiling,man dance ceiling room,4.800000190734863,0.93506724
513,woman thinly slice onion large knife,woman slide onion large knife,4.199999809265137,0.9284127
514,man play keyboard,man play keyboard,5.0,0.9999999
515,man play guitar,man play guitar,5.0,0.99999994
516,woman peel potato,woman feel potato,5.0,0.7732637
517,woman handle frog,man hold frog,3.75,0.6600352
518,man play flute,man play guitar,2.0,0.46649686
519,man play guitar,man play flute,1.5829999446868896,0.46649686
520,man play piano,man play guitar,1.777999997138977,0.43389022
521,man play guitar,man play piano,2.0,0.43389022
522,man play flute,man play guitar,2.0,0.46649686
523,man play flute,man play guitar,2.0,0.46649686
524,woman couch,woman hug couch,3.200000047683716,0.6631682
525,slide cucumber,man slide cucumber,3.799999952316284,0.9020302
526,kitten play blue rope toy,kitten play toy,4.400000095367432,0.84820795
527,dog bark toy,dog bark toy,5.0,1.0000005
528,person fold gorilla,man fold gorilla,3.5,0.901206
529,cat drink milk,kitten drink milk,4.0,0.8527938
530,person drive car,man drive car,3.5,0.7996937
531,turtle walk,tortoise walk,4.400000095367432,0.75810075
532,cow eat grass,cow eat hay,3.799999952316284,0.77166516
533,woman chop broccoli,woman chop garlic,2.5999999046325684,0.47284642
534,man cry,man scream,3.0,0.72012115
535,man play guitar,man play guitar,5.0,0.99999994
536,man cut onion,man cut planting,3.6670000553131104,0.41612166
537,man slide potato,woman peel potato,2.3329999446868896,0.47142503
538,woman tap finger table,woman tap finger,4.0,0.8302213
539,boil oka pot,cook oka pan,4.400000095367432,0.77963036
540,man smoke,man mix,0.2000000029802322,0.2823678
541,man play drum,man play drum,5.0,0.99999994
542,man give pool,man diving pool,5.0,0.7293784
543,woman cut leak,woman slide week,4.0,0.35037428
544,little boy play guitar,boy play guitar,4.599999904632568,0.9493131
545,woman dance,man dance,2.5999999046325684,0.59622777
546,woman talk,man talk,2.5999999046325684,0.5581251
547,girl put hair,woman put hair,2.5999999046325684,0.8108909
548,kid play guitar,man play guitar,2.200000047683716,0.53812474
549,group people march place,group people dance concert,1.7000000476837158,0.33841905
550,woman shoot machine gun,man shoot gun,2.0,0.55208504
551,man play piano,man play piano,4.0,0.99999994
552,woman slide onion,slide onion,3.25,0.77893376
553,man slide cucumber,man cut cucumber,4.5,0.7012051
554,girl eat cupcake,woman eat cupcake,2.5999999046325684,0.84410316
555,woman cut onion,man chop onion,2.0,0.64516443
556,man play guitar,baby play guitar,1.7999999523162842,0.5196779
557,man play guitar,man play drum,1.555999994277954,0.41522306
558,little girl talk telephone,girl talk phone,4.5,0.9013312
559,man chop log axe,man chop tree trunk axe,4.0,0.855702
560,person cut capsicum piece,person slide garlic piece,1.600000023841858,0.2424061
561,man talk woman,woman walk dog,0.5,0.15705767
562,man walk,man talk,1.399999976158142,0.47369343
563,pour oil skilled,pour milk slender,1.600000023841858,0.3578896
564,small kitten play ball,kitten play ball,4.400000095367432,0.9341613
565,man play guitar,woman play flute,1.7999999523162842,0.2399227
566,girl play violin,girl play flute,2.5999999046325684,0.6068334
567,man play piano,cat play piano,1.600000023841858,0.6151743
568,man exercise,girl exercise,3.0,0.4098121
569,person slide gallop,person slide octopus,2.0,0.47020948
570,man woman ride bicycle,man woman ride motorcycle,2.0,0.5304418
571,man fight cow pasture,man fight cattle pen,4.0,0.7674398
572,woman add oil pan,man pour oil pan,3.0,0.6622644
573,girl make bed,young girl make bed,4.400000095367432,0.9564359
574,cat play watermelon,cat play watermelon,4.800000190734863,1.0
575,girl jump car,girl jump car,4.800000190734863,1.0000005
576,man pray,man run,0.7269999980926514,0.2597143
577,car parking,cat play,0.0,-0.0038684318
578,man run,man dance,1.25,0.27506262
579,man singe,man dance,0.5,0.2594967
580,man carry man shoulder,man carry shoulder,3.25,0.9156258
581,woman peel potato,woman slide tomato,1.3329999446868896,0.37495008
582,woman cut tomato,woman slide potato,1.0,0.15435258
583,peel potato,slide tomato,1.399999976158142,0.24125627
584,woman peel potato,woman slide tomato,1.3329999446868896,0.37495017
585,root kiss,root kiss,5.0,1.0000002
586,boy couch play video game,boy play video game,4.0,0.7837566
587,woman squeeze lemon,woman squeeze juice lemon,4.400000095367432,0.9338716
588,woman slide onion,man slide tomato,1.2000000476837158,0.2984155
589,woman slide carrot,man slide tomato,1.2000000476837158,0.27708352
590,girl say hair,girl file nail,1.25,0.3319593
591,man walk stair,man walk staircase,5.0,0.876403
592,people ride motorcycle,people ride bike,2.0,0.50646484
593,man play guitar,woman play electric guitar,2.200000047683716,0.5117369
594,man play guitar singing,man play guitar,3.200000047683716,0.7197736
595,man walk rain,man woman walk grand,1.5,0.31385896
596,kangaroo eat,kangaroo eat,4.75,1.0000001
597,man fish,man exercise,0.5,0.22750483
598,woman swim,man singe,0.06700000166893,0.049928118
599,woman eat,animal eat,1.600000023841858,0.376321
600,boy girl dance rain,man woman dance rain,2.5999999046325684,0.70848536
601,man drive car,man drive car,4.875,1.0
602,woman grate onion,woman rate onion,5.0,0.85522926
603,poster fight,man fight,2.0,0.6147939
604,man ride horse,man drive car,1.399999976158142,0.32957304
605,man ride horse,man drive car,1.399999976158142,0.32957304
606,man shoot gun,man slide,0.800000011920929,0.25094002
607,woman cut onion,woman cut meat,2.0,0.51989055
608,woman slide,man slide bread,1.600000023841858,0.25943848
609,boy play piano,man play piano,3.0,0.69945955
610,baby elephant eat,baby elephant eat sailing,3.615000009536743,0.8849822
611,woman crack egg bowl,woman crack egg,4.0,0.89964795
612,person play keyboard,boy play key board,4.0,0.6498739
613,boy thank man sword,boy spark man plastic sword,3.3329999446868896,0.7110263
614,person slide carrot piece,person cut onion piece,1.5,0.41609484
615,man slice bunch water bottle knife,man slide line water bottle knife,4.400000095367432,0.8659803
616,man write book,man write paper,2.875,0.5697644
617,woman slide garlic,woman slide big pepper,2.200000047683716,0.46921307
618,person make bed,person eat table,0.2000000029802322,0.15351973
619,man play keyboard,man play guitar,1.7999999523162842,0.36694673
620,man play violin,man play harp,1.600000023841858,0.38804558
621,woman smoke,man walk,0.2000000029802322,-0.021108113
622,man erase man board,man erase work board,3.0,0.9302554
623,man ride motorcycle,man ride motorcycle town,3.5,0.8168432
624,man ride motorcycle highway,man ride motorcycle,3.5,0.88589233
625,woman slide meat,woman slide onion,2.0,0.6320574
626,woman cut broccoli,woman cut broccoli,5.0,0.99999976
627,man play piano,woman peel potato,0.0,-0.059281655
628,slide tomato,slide fruit,3.200000047683716,0.54740274
629,woman dance cage,woman dance,3.25,0.7868497
630,woman swim,man spit,0.0,0.018173167
631,man run,man move,1.0,0.46099064
632,man play guitar,man play guitar,3.6670000553131104,0.99999994
633,cat stare camera,cat address camera,3.0,0.8233326
634,baby laugh crawl,baby laugh crawl floor,4.199999809265137,0.9020319
635,woman shoot gun,woman shoot shotgun,4.091000080108643,0.8556643
636,woman dance rain,woman dance railway station,2.0,0.45670867
637,woman dance,woman exercise,1.0,0.45043778
638,kid play instrument,young boy play wind instrument,3.799999952316284,0.74563605
639,slice bottle sword,man break bottle sword,4.0,0.8311214
640,woman cut apple,woman cut potato,1.7999999523162842,0.23357376
641,man peel apple,man feel apple,5.0,0.75857353
642,man play guitar,man play skull,1.0,0.30151618
643,animal walk ground,solenodon walk ground,3.0,0.47902954
644,little girl play grand piano stage,little girl play piano,2.5999999046325684,0.8268549
645,group people dance,group man dance,3.400000095367432,0.8394809
646,man play guitar,woman play guitar,2.0,0.56254566
647,cat swing ceiling fan,cat spin ceiling fan,4.199999809265137,0.8650274
648,woman play flute,girl play flute,3.799999952316284,0.8783517
649,woman dine onion,woman cut onion,4.400000095367432,0.895314
650,monkey brush bull dog,monkey brush dog,4.199999809265137,0.90014684
651,woman slide onion,woman cut potato,1.2000000476837158,0.34533536
652,man play piano,woman play guitar,1.2000000476837158,0.1343103
653,woman wash hand,woman straighten hair,0.800000011920929,0.32803762
654,woman fire shotgun,woman shoot gun,3.200000047683716,0.80864954
655,man eat bowl cereal,man eat cereal,4.0,0.91504455
656,woman bathe bath tub,woman take bath,4.400000095367432,0.86178786
657,motorcyclist clash motorcycle,person clash motorcycle,4.199999809265137,0.89953446
658,man dangle mouse near snake,man feed mice snake,3.200000047683716,0.7435673
659,man woman walk wood,man woman walk jungle,3.400000095367432,0.65189874
660,person hour rice pudding bowl,lady pour rice pudding bowl,4.0,0.75438046
661,man stare window,man look window,4.800000190734863,0.9521755
662,woman fire rifle,woman cut lemon,0.2000000029802322,0.12700838
663,man eat banana,peel banana,1.7999999523162842,0.6359007
664,man perform stage,comedy time perform stage,2.5999999046325684,0.5580714
665,cartoon woman give pool,cartoon woman dive board,2.799999952316284,0.65823686
666,lady baby trashcan,woman put baby trash,5.0,0.8117461
667,try meat,play pain,0.25,0.18577617
668,man rapidly chop mushroom knife,person quickly chop mushroom knife,3.75,0.8779447
669,woman add ingredient bowl,woman crack egg bowl,1.75,0.5978788
670,skateboarder trick half pipe,man skateboard half pipe,3.5,0.82946515
671,man speak stage,man speak sodium,3.400000095367432,0.486136
672,man play guitar,man hat play harp,1.399999976158142,0.33389223
673,man play keyboard,man play guitar,1.399999976158142,0.36694673
674,person cut potato,person slide shallow,1.0,0.08491038
675,man dance ceiling room,man dance upside ceiling,4.599999904632568,0.8388331
676,man dance,woman shop,0.4000000059604645,-0.029740045
677,reason egg,reason raw egg bowl,3.5999999046325684,0.67442274
678,man swinge rope,gibbon swinge tree,1.25,0.32671237
679,man cut potato,woman cut broccoli,1.5,0.18615784
680,woman boil shrimp,woman come hair,1.0,0.21387197
681,man cut potato,man slide potato,3.75,0.6666397
682,man dance road,man dance,3.25,0.7608827
683,deer jump fence,deer jump cycling fence,4.0,0.8589952
684,girl dance rain,woman dance rain,3.0,0.855142
685,woman write letter,woman sit desk,1.6670000553131104,0.421218
686,gorilla play drum,monkey play drum,3.3329999446868896,0.7321698
687,woman ride horse,woman pick potato,0.5,0.28200778
688,boy cut grass curb scissor,boy cut grass scissor,3.75,0.94904447
689,man glass talk,man library talk,3.25,0.5935096
690,woman cut flower,woman cut broccoli,1.0,0.28902853
691,person walk stone path,man walk sidewalk,3.5,0.57157844
692,man play keyboard nose,man play piano nose,4.400000095367432,0.8148316
693,man play guitar,cat play,0.4000000059604645,0.034657627
694,animal eat,animal hop,0.4000000059604645,0.40001553
695,man lift weight,man lift tarbell,4.199999809265137,0.67439765
696,man run bus,man run truck,2.5,0.5489038
697,man climb rope,man sit rock,0.25,0.19605449
698,cat play piano,cat lick paw,0.25,0.31801638
699,woman dance rain,woman add oil dish,0.25,0.25806612
700,man run race,face run track,2.5999999046325684,0.4608122
701,man cut potato piece,woman cut potato,1.7999999523162842,0.67848754
702,man play flute,woman apply eye line,0.0,-0.043757994
703,woman cut potato,woman slide carrot,1.2000000476837158,0.32937342
704,chicken pack dead mouse,monster neck dead mouse,3.5999999046325684,0.6355038
705,woman thinly slide cucumber,woman slide tomato,1.2000000476837158,0.45201012
706,person slide bread piece,man slide bread,3.200000047683716,0.87567925
707,woman cut square,woman cut big pepper,2.200000047683716,0.45661914
708,woman add oil fish,woman ride horse,0.800000011920929,0.27619067
709,woman grate carrot,woman coat pork chop,1.600000023841858,0.3702122
710,clean animal,woman clean shrimp,2.799999952316284,0.36125037
711,man talk phone,man talk,3.200000047683716,0.66393036
712,woman smoke,woman make food,0.800000011920929,0.28461093
713,man lay shoot gun,man lay ground shoot rifle,3.799999952316284,0.86180145
714,man ambulance,man pour past plate,0.0,0.1752238
715,man dive swimming pool,man singe microphone,0.6669999957084656,0.25235087
716,man fire shot gun,man shoot shotgun,5.0,0.8348068
717,man play guitar,man play flute,1.7999999523162842,0.46649686
718,man peel potato,man play guitar,0.4000000059604645,0.28732312
