,sentence1,sentence2,similarity_score,common_word,rank_by_common_word,rank_by_similarity_score,d,d^2
253,"['woman', 'sewing', 'machine']","['woman', 'read', 'meat']",0.6000000238418579,1,966,722,244,59536
254,"['dog', 'look', 'swimming', 'pool']","['dog', 'walk', 'pool']",2.0,2,2233,1874,359,128881
255,"['man', 'mutter', 'piece', 'bread']","['man', 'apply', 'butter', 'bread']",5.0,2,2235,5630,-3395,11526025
256,"['man', 'cut', 'potato', 'piece']","['woman', 'cut', 'vegetable']",1.7999999523162842,1,968,1670,-702,492804
257,"['teenage', 'girl', 'dance', 'room']","['teenage', 'girl', 'dance', 'camera']",2.400000095367432,3,3339,2265,1074,1153476
258,"['lion', 'walk']","['lion', 'pace', 'pen']",2.400000095367432,1,991,2293,-1302,1695204
259,"['man', 'shoot', 'car']","['man', 'cut', 'potato']",0.4000000059604645,1,1020,460,560,313600
260,"['black', 'horse', 'run']","['horse', 'run']",4.199999809265137,2,2237,4771,-2534,6421156
261,"['woman', 'evening', 'shrimp']","['man', 'dance', 'rain']",0.0,0,344,355,-11,121
262,"['man', 'ride', 'horse']","['woman', 'wash', 'freeze']",0.0,0,342,352,-10,100
263,"['man', 'walk', 'path']","['man', 'walk', 'tight', 'rope']",0.800000011920929,2,2239,751,1488,2214144
264,"['man', 'slide', 'potato']","['woman', 'cut', 'jalepeno']",1.399999976158142,0,339,1371,-1032,1065024
265,"['dog', 'bark', 'ball']","['dog', 'swim', 'tennis', 'ball']",1.5,2,2240,1432,808,652864
266,"['kid', 'run', 'away', 'fish', 'swinge', 'fishing', 'pole']","['little', 'kid', 'run', 'fishing', 'pole']",2.5,4,4033,2356,1677,2812329
267,"['man', 'walk', 'path', 'wilderness']","['man', 'walk', 'road']",2.5,2,2242,2331,-89,7921
268,"['elderly', 'man', 'speak', 'sodium']","['man', 'make', 'speech', 'sodium']",3.5,2,2243,3735,-1492,2226064
269,"['man', 'ride', 'horse', 'slow', 'motion']","['man', 'ride', 'horse']",3.400000095367432,3,3336,3511,-175,30625
270,"['person', 'cut', 'bursata', 'cheese']","['person', 'slide', 'cheese']",3.799999952316284,2,2245,4166,-1921,3690241
271,"['man', 'shoot', 'automatic', 'rifle']","['man', 'shoot', 'gun']",3.799999952316284,2,2247,4163,-1916,3671056
272,"['man', 'crush', 'garlic', 'knife']","['woman', 'slide', 'meat', 'knife']",1.5,1,1178,1441,-263,69169
273,"['woman', 'file', 'fingernail', 'board']","['woman', 'feed', 'baby', 'bottle']",0.5,1,1174,610,564,318096
274,"['man', 'ride', 'skateboard']","['woman', 'cut', 'potato']",0.0,0,367,269,98,9604
275,"['woman', 'take', 'shower']","['man', 'ride', 'white', 'horse']",0.0,0,368,134,234,54756
276,"['man', 'dance']","['man', 'ride', 'horse']",0.800000011920929,1,1179,770,409,167281
277,"['man', 'row', 'boat']","['man', 'shoot', 'gun']",0.8500000238418579,1,1186,887,299,89401
278,"['man', 'swinge', 'rope', 'attach', 'ceiling']","['man', 'swinge', 'rope']",3.400000095367432,3,3335,3538,-203,41209
279,"['woman', 'ride', 'horse', 'beach']","['man', 'carry', 'man']",0.4000000059604645,0,370,477,-107,11449
280,"['man', 'hold', 'small', 'animal', 'hand']","['man', 'show', 'small', 'monkey']",1.75,2,2232,1621,611,373321
281,"['person', 'fold', 'square', 'paper', 'piece']","['man', 'fold', 'paper']",3.25,2,2231,3346,-1115,1243225
282,"['person', 'try', 'meat', 'pan']","['person', 'hold', 'sunk']",0.75,1,1187,743,444,197136
283,"['chimpanzee', 'hurt', 'woman']","['man', 'drive', 'car']",0.0,0,371,97,274,75076
284,"['woman', 'peel', 'shrimp']","['man', 'hold', 'femur']",0.0,0,372,96,276,76176
285,"['debris', 'play']","['debris', 'socialize']",4.25,1,1226,4915,-3689,13608721
286,"['woman', 'slide', 'butter']","['woman', 'slice']",1.7999999523162842,1,1228,1724,-496,246016
287,"['man', 'play', 'guitar']","['man', 'play', 'guitar', 'singe']",3.200000047683716,3,3558,3179,379,143641
288,"['elephant', 'spray', 'water']","['elephant', 'spray', 'water']",3.5999999046325684,3,3764,3757,7,49
289,"['dog', 'sit', 'counter', 'store']","['dog', 'stand', 'counter']",2.5999999046325684,2,2215,2423,-208,43264
290,"['drill', 'hole', 'strip', 'wood', 'power', 'drill']","['man', 'drill', 'hole', 'piece', 'wood']",3.200000047683716,3,3776,3094,682,465124
291,"['woman', 'slide', 'vegetable']","['woman', 'dine', 'garlic']",2.799999952316284,1,1233,2725,-1492,2226064
292,"['badge', 'burrow', 'hole']","['badge', 'dig', 'earth']",4.599999904632568,1,1234,5273,-4039,16313521
293,"['woman', 'water', 'skin', 'lake']","['man', 'play', 'flute']",0.0,0,384,91,293,85849
294,"['girl', 'play', 'violin']","['baby', 'laugh', 'tingling']",0.25,0,385,447,-62,3844
295,"['helicopter', 'land', 'helped']","['helicopter', 'land']",3.92300009727478,2,2218,4338,-2120,4494400
296,"['woman', 'cut', 'chicken']","['woman', 'slide', 'meat']",2.75,1,1239,2541,-1302,1695204
297,"['woman', 'cut', 'cucumber']","['man', 'play', 'guitar']",0.0,0,349,90,259,67081
298,"['woman', 'ride', 'elephant', 'adoring', 'crowd']","['woman', 'ride', 'elephant']",3.0,3,3779,3024,755,570025
299,"['puppy', 'slide', 'backwards', 'floor']","['puppy', 'push', 'backwards']",3.799999952316284,2,2220,4150,-1930,3724900
300,"['woman', 'splint', 'garlic', 'glove']","['woman', 'break', 'head', 'garlic', 'glove']",4.599999904632568,3,3782,5304,-1522,2316484
301,"['dog', 'look', 'swimming', 'pool']","['dog', 'walk', 'edge', 'pool']",2.5999999046325684,2,2225,2512,-287,82369
302,"['woman', 'mile', 'beauty', 'treatment', 'glass']","['woman', 'mix', 'cream', 'glass', 'spoon']",3.5999999046325684,2,2226,3747,-1521,2313441
303,"['man', 'draw', 'picture']","['person', 'draw']",3.5999999046325684,1,1219,3750,-2531,6405961
304,"['woman', 'pick', 'potato']","['woman', 'pour', 'matter', 'bowl']",1.0,1,1220,943,277,76729
305,"['man', 'look', 'computer', 'monitor']","['man', 'lawton']",2.75,1,1221,2554,-1333,1776889
306,"['boy', 'ride', 'trickle']","['woman', 'ride', 'water', 'soon']",1.25,1,1171,1251,-80,6400
307,"['man', 'compete', 'tire', 'roll', 'race']","['people', 'slip', 'traitor', 'tire', 'race']",2.75,2,2252,2558,-306,93636
308,"['person', 'cut', 'meat']","['person', 'ride', 'mechanical', 'bull']",0.0,1,1169,89,1080,1166400
309,"['man', 'play', 'violin']","['woman', 'sewing', 'machine']",0.0,0,389,88,301,90601
310,"['baby', 'crawl', 'doorway']","['baby', 'crawl', 'floor']",2.400000095367432,2,2272,2266,6,36
311,"['man', 'play', 'keyboard']","['person', 'play', 'piano']",2.200000047683716,1,1118,2041,-923,851929
312,"['man', 'smell', 'pizza']","['woman', 'feed', 'man']",0.2000000029802322,1,1121,425,696,484416
313,"['monkey', 'pull', 'tail', 'dog']","['monkey', 'tease', 'dog']",2.799999952316284,2,2253,2660,-407,165649
314,"['dog', 'lie', 'wooden', 'floor']","['dog', 'lay', 'floor']",4.0,2,2275,4610,-2335,5452225
315,"['woman', 'try', 'pan']","['man', 'play', 'guitar']",0.0,0,354,87,267,71289
316,"['man', 'put', 'reasoning', 'bowl', 'water']","['man', 'add', 'reasoning', 'water', 'bowl']",5.0,4,4046,5626,-1580,2496400
317,"['elderly', 'woman', 'pour', 'oil', 'try', 'pan']","['tied', 'man', 'put', 'water']",0.0,0,357,86,271,73441
318,"['woman', 'chop', 'onion']","['woman', 'slide', 'partially', 'half', 'onion']",3.200000047683716,2,2277,3086,-809,654481
319,"['woman', 'pick', 'kangaroo']","['woman', 'carry', 'kangaroo']",3.5,2,2280,3690,-1410,1988100
320,"['dog', 'bite']","['dog', 'open', 'food']",1.75,1,1131,1610,-479,229441
321,"['woman', 'define', 'fish']","['man', 'catch', 'fish']",1.25,1,1101,1246,-145,21025
322,"['man', 'mow', 'grass']","['man', 'burst', 'concrete']",0.8330000042915344,1,1102,886,216,46656
323,"['cat', 'watch']","['man', 'slide', 'leave']",0.0,0,362,82,280,78400
324,"['boy', 'stick', 'door', 'hothouse']","['child', 'stick', 'dog', 'house']",3.75,1,1115,3999,-2884,8317456
325,"['people', 'lip', 'swimming', 'pool']","['man', 'fall', 'pool']",2.75,1,1135,2546,-1411,1990921
326,"['woman', 'swim', 'underwater']","['woman', 'swim']",3.799999952316284,2,2283,4159,-1876,3519376
327,"['man', 'play', 'guitar']","['woman', 'dance']",0.2000000029802322,0,399,378,21,441
328,"['airplane', 'fly', 'air']","['south', 'african', 'airways', 'plane', 'fly', 'blue', 'sky']",3.400000095367432,1,1168,3517,-2349,5517801
329,"['bear', 'run', 'dog']","['bear', 'fight', 'wolf']",1.399999976158142,1,1164,1357,-193,37249
330,"['woman', 'rest', 'float', 'raft']","['woman', 'relax', 'inner', 'tube']",3.799999952316284,1,1165,4160,-2995,8970025
331,"['man', 'dine', 'operating', 'room']","['man', 'kiss', 'woman', 'stage']",0.4000000059604645,1,1166,522,644,414736
332,"['man', 'hold', 'leaf']","['woman', 'watch', 'television']",0.0,0,394,78,316,99856
333,"['person', 'ride', 'horse']","['woman', 'slide', 'potato']",0.0,0,398,77,321,103041
334,"['woman', 'slide', 'octopus']","['man', 'play', 'guitar']",0.0,0,338,76,262,68644
335,"['man', 'break', 'water', 'jug']","['woman', 'peel', 'garlic']",0.2000000029802322,0,369,424,-55,3025
336,"['man', 'play', 'guitar']","['woman', 'cut', 'vegetable']",0.0,0,336,75,261,68121
337,"['girl', 'eat', 'cupcake']","['man', 'slide', 'cucumber']",0.0,0,325,74,251,63001
338,"['little', 'girl', 'play', 'grass', 'dog', 'ball']","['baby', 'play', 'dog', 'ball']",3.799999952316284,3,3748,4161,-413,170569
339,"['people', 'ride', 'paddle', 'raft']","['people', 'float', 'raft']",2.25,2,2286,2151,135,18225
340,"['lady', 'cut', 'potato']","['man', 'cut', 'potato']",2.400000095367432,2,2288,2276,12,144
341,"['missile', 'explode']","['rocket', 'explode']",3.200000047683716,1,1147,3177,-2030,4120900
342,"['dog', 'play', 'snow']","['dog', 'paw', 'fly', 'carpet']",1.600000023841858,1,1146,1569,-423,178929
343,"['woman', 'dance', 'woman']","['woman', 'shed', 'chicken']",0.4000000059604645,1,1145,544,601,361201
344,"['boy', 'push', 'van']","['person', 'slide', 'tomato']",0.0,0,107,71,36,1296
345,"['boy', 'make', 'dance', 'step']","['boy', 'pour', 'pitcher']",0.4000000059604645,1,1144,583,561,314721
346,"['woman', 'open', 'soda', 'drink']","['woman', 'ride', 'elephant']",0.6000000238418579,1,1150,674,476,226576
347,"['man', 'assemble', 'speaker', 'part']","['man', 'play', 'guitar']",1.0,1,1143,972,171,29241
348,"['dog', 'walk', 'edge', 'pool']","['dog', 'walk', 'pool']",4.599999904632568,3,3769,5300,-1531,2343961
349,"['utter', 'bowl']","['man', 'cut', 'butter', 'mixing', 'bowl']",4.25,1,1140,4936,-3796,14409616
350,"['raccoon', 'eat']","['man', 'eat']",1.5,1,1139,1433,-294,86436
351,"['fall', 'horse']","['man', 'gets', 'knock', 'horse']",3.5,1,1138,3729,-2591,6713281
352,"['woman', 'feel', 'apple']","['man', 'pip', 'wheel', 'motorcycle']",0.0,0,108,70,38,1444
353,"['man', 'take', 'path', 'class']","['man', 'rinse', 'speak']",0.0,1,1137,69,1068,1140624
354,"['animal', 'play', 'water']","['man', 'play', 'king', 'long']",0.0,1,1136,83,1053,1108809
355,"['man', 'ride', 'horse', 'jump', 'obstacle']","['man', 'kick', 'soccer', 'ball']",0.3330000042915344,1,1142,455,687,471969
356,"['person', 'pencil', 'trick', 'hand']","['person', 'slide', 'carrot', 'half']",0.3330000042915344,1,1152,458,694,481636
357,"['person', 'light', 'camera', 'fire']","['person', 'blow', 'touch', 'camera']",3.3329999446868896,2,2291,3417,-1126,1267876
358,"['man', 'slide', 'tape', 'box']","['man', 'cut', 'open', 'box']",4.333000183105469,2,2273,4952,-2679,7177041
359,"['man', 'fish', 'river']","['man', 'singe', 'walk', 'sidewalk']",0.800000011920929,1,1167,821,346,119716
360,"['man', 'ride', 'bike']","['woman', 'dance', 'street']",0.2000000029802322,0,109,423,-314,98596
361,"['man', 'push']","['woman', 'cut', 'octopus']",0.0,0,110,117,-7,49
362,"['man', 'play', 'guitar']","['woman', 'slide', 'pork']",0.0,0,111,102,9,81
363,"['little', 'boy', 'singe', 'play', 'guitar']","['baby', 'play', 'guitar']",2.799999952316284,2,2254,2711,-457,208849
364,"['woman', 'powder', 'face']","['woman', 'tap', 'finger', 'table']",0.800000011920929,1,1162,822,340,115600
365,"['woman', 'peel', 'potato']","['lion', 'walk']",0.0,0,112,132,-20,400
366,"['woman', 'fire', 'rifle']","['man', 'perform', 'sound']",0.25,0,113,446,-333,110889
367,"['woman', 'put', 'grand', 'man', 'shoulder']","['man', 'hour', 'water', 'pilot', 'head']",0.5,1,1161,612,549,301401
368,"['old', 'woman', 'shake', 'hand', 'man']","['man', 'woman', 'shake', 'hand']",3.75,4,4049,3994,55,3025
369,"['woman', 'waterskie']","['woman', 'wake', 'boarding', 'lake']",1.75,1,1159,1604,-445,198025
370,"['tree', 'bend', 'storm']","['tree', 'hit', 'hard', 'wind']",2.6670000553131104,1,1158,2532,-1374,1887876
371,"['man', 'woman', 'ride', 'car']","['woman', 'try', 'shrimp']",0.4000000059604645,1,1157,552,605,366025
372,"['man', 'move', 'tree', 'limb']","['woman', 'play', 'violin']",0.0,0,114,131,-17,289
373,"['man', 'play', 'piano']","['woman', 'play', 'violin']",1.0,1,1155,897,258,66564
374,"['person', 'hour', 'oil', 'skilled']","['person', 'dine', 'onion']",0.800000011920929,1,1154,794,360,129600
375,"['animal', 'eat']","['woman', 'dance']",0.0,0,115,130,-15,225
376,"['woman', 'walk', 'dog']","['woman', 'walk', 'dog', 'street']",4.0,3,3826,4552,-726,527076
377,"['group', 'people', 'sing']","['people', 'singe']",5.0,1,1134,5619,-4485,20115225
378,"['cat', 'drink', 'milk']","['cat', 'lick', 'saucer', 'milk']",4.400000095367432,2,2259,5017,-2758,7606564
379,"['girl', 'make', 'eyelid']","['woman', 'apply', 'eyeshadow']",2.0,0,116,1898,-1782,3175524
380,"['man', 'fight']","['man', 'fight', 'form', 'martial', 'art']",2.799999952316284,2,2260,2678,-418,174724
381,"['military', 'officer', 'bark', 'recruit']","['officer', 'talk', 'recruit']",2.5,2,2262,2338,-76,5776
382,"['man', 'put', 'chicken', 'container']","['man', 'put', 'food', 'box']",2.5,2,2264,2329,-65,4225
383,"['man', 'tie', 'stenographer', 'machine']","['man', 'stenographic']",2.25,1,1111,2143,-1032,1065024
384,"['woman', 'add', 'past', 'pot', 'water']","['woman', 'make', 'nodule']",3.5999999046325684,1,1110,3789,-2679,7177041
385,"['woman', 'lie', 'blanket', 'rock', 'read', 'book']","['woman', 'seat', 'singe', 'song', 'play', 'guitar']",1.2000000476837158,1,1109,1242,-133,17689
386,"['supply', 'play']","['man', 'play', 'soccer']",0.2000000029802322,1,1108,430,678,459684
387,"['man', 'run', 'field']","['man', 'limb', 'rope']",1.0,1,1114,908,206,42436
388,"['man', 'hug']","['man', 'take', 'picture']",0.4000000059604645,1,1107,561,546,298116
389,"['pour', 'ingredient', 'pot']","['man', 'put', 'vegetable', 'pot']",2.799999952316284,1,1105,2697,-1592,2534464
390,"['couple', 'walk']","['man', 'saw']",0.0,0,117,128,-11,121
391,"['person', 'play', 'guitar']","['man', 'play', 'guitar']",3.0,2,2267,3060,-793,628849
392,"['person', 'add', 'food', 'pan']","['woman', 'put', 'rice', 'pan']",3.0,1,1104,3050,-1946,3786916
393,"['group', 'penguin', 'walk']","['large', 'penguin', 'head', 'ocean']",2.799999952316284,1,1103,2710,-1607,2582449
394,"['man', 'play', 'guitar']",['handle'],0.0,0,118,125,-7,49
395,"['dog', 'jump', 'trampling']","['boy', 'play', 'guitar']",0.0,0,119,124,-5,25
396,"['man', 'shake', 'container', 'kitchen', 'sink']","['man', 'empty', 'plastic', 'container']",2.200000047683716,2,2268,2036,232,53824
397,"['man', 'walk', 'horse']","['man', 'lead', 'horse', 'halt']",3.75,2,2269,4029,-1760,3097600
398,"['paper', 'cut', 'scissor']","['piece', 'paper', 'cut']",4.0,2,2270,4657,-2387,5697769
399,"['person', 'feel', 'shrimp']","['lady', 'peel', 'shrimp']",3.5,1,1106,3716,-2610,6812100
400,"['man', 'play', 'guitar']","['man', 'try', 'read', 'paper']",0.800000011920929,1,1116,767,349,121801
401,"['man', 'make', 'bed', 'hotel']","['man', 'hold', 'animal']",0.800000011920929,1,1124,790,334,111556
402,"['dog', 'pull', 'dog', 'tail', 'leg']","['monkey', 'pull', 'dog', 'tail']",1.75,3,3813,1614,2199,4835601
403,"['woman', 'beat', 'egg', 'bowl']","['person', 'mix', 'ingredient', 'bowl']",3.0,1,1117,2789,-1672,2795584
404,"['man', 'jump', 'rope', 'outside']","['woman', 'slide', 'cucumber']",0.0,0,120,122,-2,4
405,"['person', 'slide', 'onion']","['master', 'singe']",0.0,0,121,121,0,0
406,"['woman', 'hold', 'kangaroo']","['man', 'hat', 'sing', 'song']",0.0,0,122,120,2,4
407,"['soccer', 'player', 'kick', 'soccer', 'ball', 'goal']","['soccer', 'player', 'score', 'goal']",3.799999952316284,3,3642,4115,-473,223729
408,"['woman', 'cook']","['woman', 'pour', 'ingredient', 'try', 'pan']",3.200000047683716,1,1130,3152,-2022,4088484
409,"['woman', 'swim', 'beach']","['woman', 'splash', 'ocean', 'wave']",3.200000047683716,1,1129,3157,-2028,4112784
410,"['man', 'carry', 'man']","['man', 'spray', 'man', 'water']",0.800000011920929,1,1128,801,327,106929
411,"['woman', 'put', 'paste', 'dish']","['woman', 'pull', 'kind', 'sticky', 'bowl']",1.5,1,1127,1430,-303,91809
412,"['man', 'hold', 'talk', 'gray', 'tube', 't', 'shirt']","['man', 'show', 't', 'shirt']",2.75,3,3643,2548,1095,1199025
413,"['hour', 'olive', 'oil', 'bowl', 'tomato', 'edge']","['man', 'pour', 'oil', 'tomato', 'slice']",3.75,2,2290,4039,-1749,3059001
414,"['man', 'play', 'guitar']","['man', 'play', 'guitar', 'friend']",3.200000047683716,3,3726,3159,567,321489
415,"['boil', 'oka', 'pot']","['hour', 'olive', 'oil', 'bowl', 'tomato', 'edge']",0.800000011920929,0,124,796,-672,451584
416,"['person', 'peel', 'potato']","['cat', 'lick', 'small', 'bottle']",0.0,0,105,133,-28,784
417,"['cat', 'jump', 'box']","['young', 'man', 'talk', 'leaf']",0.0,0,103,118,-15,225
418,"['woman', 'reason', 'oil']","['woman', 'pour', 'ingredient', 'bowl']",1.399999976158142,1,1126,1317,-191,36481
419,"['cat', 'slide', 'upside', 'couch']","['cat', 'crawl', 'piece', 'furniture']",3.200000047683716,1,1132,3162,-2030,4120900
420,"['woman', 'dance', 'man', 'play', 'keyboard']","['woman', 'dance', 'stage']",2.200000047683716,2,2289,2079,210,44100
421,"['chef', 'clean', 'bowl', 'soup']","['man', 'wipe', 'edge', 'bowl']",2.532999992370605,1,1123,2365,-1242,1542564
422,"['explosion', 'boom', 'desert']","['nuclear', 'weapon', 'explode', 'desert']",3.400000095367432,1,1122,3673,-2551,6507601
423,"['woman', 'slice', 'lemon']","['man', 'talk', 'microphone']",0.0,0,86,115,-29,841
424,"['overnight', 'man', 'ship', 'rope']","['young', 'man', 'dance']",0.800000011920929,1,1120,792,328,107584
425,"['lady', 'crack', 'raw', 'egg']","['woman', 'crack', 'egg', 'bowl']",3.200000047683716,2,2282,3145,-863,744769
426,"['man', 'sharpen', 'pencil', 'knife']","['woman', 'dance', 'rain']",0.0,0,87,114,-27,729
427,"['elastic', 'toy', 'float', 'water']","['lady', 'perform', 'dance']",0.0,0,88,113,-25,625
428,"['turtle', 'follow', 'fish']","['sea', 'turtle', 'hunt', 'fish']",3.0,2,2281,2798,-517,267289
429,"['woman', 'pencil', 'eye', 'shadow']","['girl', 'eye', 'pencil', 'eyelid']",2.799999952316284,2,2230,2668,-438,191844
430,"['man', 'tie', 'shoe']","['dog', 'ride', 'bicyclist', 'shoulder']",0.0,0,89,111,-22,484
431,"['woman', 'slide', 'meat', 'knife']","['man', 'spread', 'dough']",0.4169999957084656,0,90,592,-502,252004
432,"['dog', 'run', 'ground']","['girl', 'tap', 'finger', 'nail']",0.0,0,91,110,-19,361
433,"['man', 'pet', 'tie', 'dog']","['man', 'show', 'dog', 'camera']",1.0,2,2222,1103,1119,1252161
434,"['woman', 'walk', 'open', 'ground', 'pet', 'dog', 'dog', 'follow']","['man', 'walk', 'dog']",2.0,2,2219,1858,361,130321
435,"['woman', 'mine', 'garlic']","['person', 'clean', 'disk']",0.0,0,93,108,-15,225
436,"['tear', 'play', 'soccer']","['different', 'set', 'tear', 'play', 'football', 'field']",2.5,2,2217,2337,-120,14400
437,"['rat', 'like', 'creature', 'smell']","['animal', 'walk', 'ground']",2.0,0,94,1817,-1723,2968729
438,"['sum', 'finger', 'fight']","['man', 'ride', 'water', 'toy', 'water']",0.0,0,95,107,-12,144
439,"['man', 'lay', 'ground', 'aim', 'rifle']","['man', 'spread', 'butter', 'gorilla']",0.0,1,1218,106,1112,1236544
440,"['couple', 'run', 'ocean']","['man', 'woman', 'run', 'hold', 'hand']",2.818000078201294,1,1217,2750,-1533,2350089
